character_id,primary_name,alias_text,alias_type,action,rule,note
138,Loial son of Arent son of Halan,Loial son of Arent son of Halan,primary,PROMOTE,promotion,from 'Loial'
138,Loial son of Arent son of Halan,Builder,epithet,COLLAPSE,article_dup,respectful term for Ogier
138,Loial son of Arent son of Halan,friend Ogier,epithet,KEEP,,used by Mistress Madwen and others
138,Loial son of Arent son of Halan,little brother,epithet,REVIEW,generic_role,used by the Green Man
138,Loial son of Arent son of Halan,Ogier,epithet,COLLAPSE,article_dup,species descriptor used as identifier
138,Loial son of Arent son of Halan,the Builder,epithet,KEEP,,Used by Hurin
138,Loial son of Arent son of Halan,the Ogier,epithet,KEEP,,Frequently referred to as the Ogier
138,Loial son of Arent son of Halan,alantin,title,KEEP,,Selene uses this term for him
138,Loial son of Arent son of Halan,Master Loial,title,DROP,rank_decorated,used by Marin al'Vere
141,Lamgwin Dorn,Lamgwin Dorn,primary,PROMOTE,promotion,from 'Lamgwin'
141,Lamgwin Dorn,hulking Lamgwin,epithet,KEEP,,
141,Lamgwin Dorn,hulking shadow,epithet,KEEP,,
141,Lamgwin Dorn,scar-faced street tough,epithet,KEEP,,
142,Martyn Tallanvor,Martyn Tallanvor,primary,PROMOTE,promotion,from 'Tallanvor'
142,Martyn Tallanvor,Guardsman Lieutenant Martyn Tallanvor,title,KEEP,,
142,Martyn Tallanvor,Guardsman-Lieutenant Tallanvor,title,KEEP,,his rank
142,Martyn Tallanvor,Lord Tallanvor,title,DROP,rank_decorated,Used by Master Gill
143,Galadedrid Damodred,Child of the Light,title,KEEP,,His new affiliation
143,Galadedrid Damodred,Lord Galad,title,DROP,rank_decorated,
143,Galadedrid Damodred,Lord Galadedrid,title,DROP,rank_decorated,formal address
153,the Green Man,Nym,epithet,KEEP,,species descriptor
153,the Green Man,Someshta,epithet,KEEP,,
153,the Green Man,Treebrother,epithet,KEEP,,used by Loial
154,Aginor,Forsaken,epithet,KEEP,,one of the Forsaken
155,Lanfear,Chosen,epithet,KEEP,,
155,Lanfear,Daughter of the Night,epithet,KEEP,,One of her titles
155,Lanfear,Forsaken,epithet,KEEP,,
155,Lanfear,Moonhunter,epithet,KEEP,,Wolf name for Lanfear
155,Lanfear,Great Mistress,title,KEEP,,
155,Lanfear,Lady Selene,title,KEEP,,formal address
155,Lanfear,Mierin Sedai,title,DROP,rank_decorated,her name before she became Lanfear/fell to the Shadow
156,Balthamel,Forsaken,epithet,KEEP,,one of the Forsaken
157,Demandred,Lord of Chaos,epithet,KEEP,,References 'Let the Lord of Chaos rule' directive; unclear if this is his own title or a phrase from the Dark One
159,Siuan Sanche,old buzzard,epithet,KEEP,,Used disparagingly by Duranda Tharne referring to Siuan's former Amyrlin self
159,Siuan Sanche,once Amyrlin Seat,epithet,KEEP,,
159,Siuan Sanche,secretary,epithet,KEEP,,
159,Siuan Sanche,the bait,epithet,KEEP,,
159,Siuan Sanche,Amyrlin Seat,title,COLLAPSE,article_dup,formal title
159,Siuan Sanche,Flame of Tar Valon,title,COLLAPSE,article_dup,formal title
159,Siuan Sanche,Siuan Sedai,title,DROP,rank_decorated,
159,Siuan Sanche,the Amyrlin,title,KEEP,,
159,Siuan Sanche,the Amyrlin Seat,title,KEEP,,
159,Siuan Sanche,The Flame of Tar Valon,title,KEEP,,ceremonial title in the Welcome ritual
159,Siuan Sanche,the former Amyrlin Seat,title,KEEP,,how Moghedien refers to her
159,Siuan Sanche,the Mother,title,REVIEW,empty_residue,
159,Siuan Sanche,The Watcher of the Seals,title,KEEP,,ceremonial title in the Welcome ritual
159,Siuan Sanche,Watcher of the Seals,title,COLLAPSE,article_dup,formal title
160,Ramey,the head groom,epithet,KEEP,,Identified as head groom
161,Sheriam Bayanar,Sheriam Bayanar,primary,PROMOTE,promotion,from 'Sheriam Sedai'
161,Sheriam Bayanar,fiery-haired Sheriam,epithet,KEEP,,
161,Sheriam Bayanar,fiery-haired woman,epithet,KEEP,,
161,Sheriam Bayanar,flame-haired Aes Sedai,epithet,KEEP,,
161,Sheriam Bayanar,flame-haired woman,epithet,KEEP,,
161,Sheriam Bayanar,Keeper,title,KEEP,,Named Keeper of the Chronicles by Egwene this chapter
161,Sheriam Bayanar,Keeper of the Chronicles,title,KEEP,,
161,Sheriam Bayanar,Mistress of Novices,title,KEEP,,her official position
162,Red,the bay,epithet,KEEP,,Referred to as 'the bay' multiple times
163,Agelmar Jagad,Agelmar Jagad,primary,PROMOTE,promotion,from 'Agelmar'
163,Agelmar Jagad,Agelmar Dai Shan,title,DROP,rank_decorated,Dai Shan is a Borderlands honorific
163,Agelmar Jagad,Lord Agelmar,title,DROP,rank_decorated,
163,Agelmar Jagad,Lord of Fal Dara,title,KEEP,,
164,Machin Shin,the Black Wind,epithet,KEEP,,Primary name used
165,Ingtar,Lord Ingtar,title,DROP,rank_decorated,Noble title
165,Ingtar,Lord Ingtar of House Shinowa,title,KEEP,,Full formal title used at the party
170,Isam Mandragoran,Luc,epithet,KEEP,,Isam becomes Luc when he steps from Tel'aran'rhiod into the waking world in this scene; the two identities share memories and alternate.
170,Isam Mandragoran,Luc Mantear,epithet,KEEP,,
170,Isam Mandragoran,Slayer,epithet,KEEP,,
171,Cowin Gemallan,Cowin Fairheart,epithet,KEEP,,Name by which he was known as a hero before his treachery was revealed
171,Cowin Gemallan,Fairheart,epithet,KEEP,,Short form of his hero name
174,Easar Togita,Easar Togita,primary,PROMOTE,promotion,from 'Easar'
174,Easar Togita,Easar of Shienar,epithet,KEEP,,
174,Easar Togita,King Easar,title,KEEP,,King of Shienar
175,Avendesora,chora tree,epithet,KEEP,,Rand identifies it as the last chora tree
175,Avendesora,the last chora tree,epithet,KEEP,,
175,Avendesora,the Tree of Life,epithet,KEEP,,the common name for this tree
176,the Dark One,Father of Lies,epithet,KEEP,,
176,the Dark One,Heart of the Dark,epithet,KEEP,,translation of Ba'alzamon
176,the Dark One,Shai'tan,epithet,KEEP,,the true name of the Dark One
176,the Dark One,Sightblinder,epithet,KEEP,,Aiel name for the Dark One
176,the Dark One,the Shadow,epithet,KEEP,,
176,the Dark One,the Great Lord,title,KEEP,,shortened form used by the woman Darkfriend
176,the Dark One,the Great Lord of the Dark,title,KEEP,,how Darkfriends refer to him
191,Elansu,Elansu Shatayan,title,KEEP,,her formal title
191,Elansu,shatayan,title,KEEP,,Shienaran word for housekeeper of a fortress
192,Ronan,shambayan,title,KEEP,,"Shienaran equivalent to major-domo, Elansu's counterpart"
194,Amalisa,Lady Amalisa,title,DROP,rank_decorated,
196,Uno Nomesta,Uno Nomesta,primary,PROMOTE,promotion,from 'Uno'
196,Uno Nomesta,the one-eyed man,epithet,KEEP,,
196,Uno Nomesta,top-knotted Uno,epithet,KEEP,,
199,Anaiya,Anaiya Sedai,title,DROP,rank_decorated,
200,Liandrin,da'covale,epithet,KEEP,,
200,Liandrin,Liandrin Sedai,title,DROP,rank_decorated,formal address as Aes Sedai
201,Leane,swan-necked Domani,epithet,KEEP,,
201,Leane,willowy Domani minx,epithet,KEEP,,
201,Leane,willowy Domani woman,epithet,KEEP,,
201,Leane,Keeper,title,KEEP,,shortened form
201,Leane,Keeper of the Chronicles,title,KEEP,,her office
201,Leane,Leane Sedai,title,DROP,rank_decorated,formal address
202,Verin Mathwin,Brown sister,epithet,REVIEW,generic_role,Reference to her Ajah
202,Verin Mathwin,stout little Verin,epithet,DROP,descriptor_epithet,
202,Verin Mathwin,Wise One,epithet,DROP,corrected_misnomer,"What Urien mistakenly calls her, though she corrects him"
202,Verin Mathwin,Mistress Mathwin,title,DROP,rank_decorated,Used by Jac al'Seen when addressing her
202,Verin Mathwin,Verin Aes Sedai,title,DROP,rank_decorated,
202,Verin Mathwin,Verin Mathwin Aes Sedai,title,DROP,rank_decorated,
202,Verin Mathwin,Verin Sedai,title,DROP,rank_decorated,
204,Carlinya,"pale, almost black-eyed White",epithet,KEEP,,
204,Carlinya,White sister,epithet,REVIEW,generic_role,
205,Alanna Mosvani,fiery Alanna,epithet,KEEP,,
205,Alanna Mosvani,Green sister,epithet,REVIEW,generic_role,
205,Alanna Mosvani,Alanna Aes Sedai,title,DROP,rank_decorated,
205,Alanna Mosvani,Alanna Sedai,title,DROP,rank_decorated,How Egwene addresses her
207,Pedron Niall,the old wolf,epithet,KEEP,,
207,Pedron Niall,Lord Captain Commander,title,COLLAPSE,article_dup,
207,Pedron Niall,my Lord Captain Commander,title,KEEP,,how he is addressed
207,Pedron Niall,the Lord Captain Commander,title,REVIEW,empty_residue,
208,Einor Saren,Questioner,epithet,KEEP,,Member of the Hand of the Light
208,Einor Saren,Inquisitor,title,KEEP,,
209,Jaichim Carridin,Anointed of the Light,title,KEEP,,
209,Jaichim Carridin,Child Carridin,title,KEEP,,
209,Jaichim Carridin,Inquisitor,title,KEEP,,
209,Jaichim Carridin,Inquisitor of the Hand of the Light,title,KEEP,,
209,Jaichim Carridin,Lord Carridin,title,DROP,rank_decorated,
209,Jaichim Carridin,Lord Inquisitor Carridin,title,KEEP,,Tylin refers to him by this title
209,Jaichim Carridin,my Lord Bors,title,KEEP,,how the servants address him
209,Jaichim Carridin,My Lord Carridin,title,KEEP,,
209,Jaichim Carridin,Questioner,title,KEEP,,His role
209,Jaichim Carridin,Whitecloak ambassador,title,KEEP,,
209,Jaichim Carridin,Whitecloak Inquisitor,title,KEEP,,
210,Eamon Valda,Anointed of the Light,title,KEEP,,
210,Eamon Valda,Lord Captain,title,REVIEW,empty_residue,His rank in the Children of the Light
210,Eamon Valda,Lord Captain Eamon Valda,title,DROP,rank_decorated,
214,Mazrim Taim,false Dragon,epithet,KEEP,,Can channel
214,Mazrim Taim,hawk-nosed man,epithet,KEEP,,
214,Mazrim Taim,hook-nosed man,epithet,KEEP,,
214,Mazrim Taim,M'hael,title,KEEP,,"title given to him by the Asha'man, meaning 'leader' in the Old Tongue"
214,Mazrim Taim,Master Taim,title,DROP,rank_decorated,
215,Kajin,Lord Kajin,title,DROP,rank_decorated,
216,Timora,Lady Timora,title,DROP,rank_decorated,noble lady in service to Amalisa
217,Nisura,Lady Nisura,title,DROP,rank_decorated,addressed as a lady
218,Gitara Moroso,Gitara Sedai,title,DROP,rank_decorated,Aes Sedai title
219,Tomas,stocky gray-head,epithet,KEEP,,
219,Tomas,Warder,title,KEEP,,
221,Hurin,sniffer,epithet,COLLAPSE,article_dup,His role/ability to smell violence
221,Hurin,the sniffer,epithet,KEEP,,refers to his ability to smell violence
221,Hurin,Hurin of Shienar,title,KEEP,,
221,Hurin,Lord Rand,title,KEEP,,how he addresses Rand
225,Galldrian su Riatin Rie,Stag,epithet,KEEP,,His personal seal
225,Galldrian su Riatin Rie,Defender of the Dragonwall,title,KEEP,,
225,Galldrian su Riatin Rie,His Majesty,title,KEEP,,formal reference
225,Galldrian su Riatin Rie,King of Cairhien,title,KEEP,,
226,Masema Dagar,Masema Dagar,primary,PROMOTE,promotion,from 'Masema'
226,Masema Dagar,Prophet of the Lord Dragon,title,KEEP,,
226,Masema Dagar,the Prophet,title,KEEP,,He is called 'the Prophet' by his followers in Ghealdan; preaches the coming of the Dragon Reborn
227,Alviarin Freidhen,Alviarin Freidhen,primary,PROMOTE,promotion,from 'Alviarin'
227,Alviarin Freidhen,Keeper,title,KEEP,,
227,Alviarin Freidhen,Keeper of the Chronicles,title,KEEP,,New appointment this chapter
236,Maglin Madwen,Mistress Madwen,title,DROP,rank_decorated,how she is addressed
237,Aldrin Caldevwin,Captain Caldevwin,title,KEEP,,full title
243,Adeleas,Brown sister,epithet,REVIEW,generic_role,
243,Adeleas,white-haired sister,epithet,REVIEW,generic_role,
243,Adeleas,white-haired woman,epithet,KEEP,,One of 'two white-haired women'
244,Vandene Namelle,Vandene Namelle,primary,PROMOTE,promotion,from 'Vandene'
244,Vandene Namelle,white-haired Green,epithet,KEEP,,
244,Vandene Namelle,white-haired sister,epithet,REVIEW,generic_role,
244,Vandene Namelle,white-haired woman,epithet,KEEP,,One of 'two white-haired women'
245,Jaem,stringy old Warder,epithet,KEEP,,
245,Jaem,Vandene's gnarled old Warder,epithet,KEEP,,
245,Jaem,Vandene's grizzled Warder,epithet,KEEP,,
245,Jaem,Gaidin,title,KEEP,,Term for Warder
246,Myrelle,Green sister,epithet,REVIEW,generic_role,Description by Moiraine
246,Myrelle,head of the Green Ajah in Salidar,title,KEEP,,
246,Myrelle,Myrelle Sedai,title,DROP,rank_decorated,
248,Malena Aylar,Wisdom,title,REVIEW,generic_role,Wisdom of Emond's Field in the vision
257,Cuale,innkeeper,epithet,REVIEW,generic_role,his profession
257,Cuale,Master Cuale,title,DROP,rank_decorated,Formal address
263,Ivon,Child Ivon,title,KEEP,,
265,Aludra,Illuminator,epithet,KEEP,,Described as 'supposed to be an Illuminator'; Nynaeve believes she may genuinely be one
265,Aludra,Mistress of the Chapter House,title,KEEP,,her former position in the Guild
271,Jeral,Child Jeral,title,KEEP,,Rank and name
272,Earwin,Child Earwin,title,KEEP,,Rank and name
273,Wuan,Child Wuan,title,KEEP,,Rank and name
274,Egeanin Sarna,Egeanin Sarna,primary,PROMOTE,promotion,from 'Egeanin'
274,Egeanin Sarna,Captain Egeanin,title,KEEP,,Full title
274,Egeanin Sarna,Captain of the Gold,title,KEEP,,
274,Egeanin Sarna,Captain of the Green,title,KEEP,,
274,Egeanin Sarna,Lady Egeanin Tamarath,title,KEEP,,
274,Egeanin Sarna,Mistress Egeanin,title,DROP,rank_decorated,used by Thom in greeting
276,Turak,High Lord,title,COLLAPSE,article_dup,His rank
276,Turak,High Lord Turak,title,DROP,rank_decorated,Full title
276,Turak,the High Lord,title,REVIEW,empty_residue,Reference form
281,Barthanes Damodred,Barthanes Damodred,primary,PROMOTE,promotion,from 'Barthanes'
281,Barthanes Damodred,Charging Boar,epithet,KEEP,,His personal seal
281,Barthanes Damodred,Lord Barthanes,title,DROP,rank_decorated,Form of address
287,Breane Taborwin,Cairhienin woman,epithet,KEEP,,
288,Huan,my uncle Huan,epithet,KEEP,,How the Amyrlin refers to him
288,Huan,the man with the braid,epithet,KEEP,,used repeatedly in the text
288,Huan,the yellow-haired man,epithet,KEEP,,used to describe him
290,Luthair Paendrag Mondwin,Luthair Paendrag Mondwin,primary,PROMOTE,promotion,from 'Luthair'
290,Luthair Paendrag Mondwin,son of the Hawkwing,epithet,KEEP,,
291,Tuon Athaem Kore Paendrag,Tuon Athaem Kore Paendrag,primary,PROMOTE,promotion,from 'Tuon'
291,Tuon Athaem Kore Paendrag,Daughter of the Nine Moons,title,KEEP,,Her imperial title
291,Tuon Athaem Kore Paendrag,High Lady Tuon,title,DROP,rank_decorated,"Used when she wears the veil, indicating she is merely a high lady rather than the Daughter of the Nine Moons"
294,Rhian,little sister,epithet,REVIEW,generic_role,Used by Juin the Ogier
295,Juin,Treebrother,title,KEEP,,How the Aiel address him
297,Alar,Eldest of the Elders of Stedding Tsofu,title,KEEP,,
303,Suroth Sabelle Meldarath,Suroth Sabelle Meldarath,primary,PROMOTE,promotion,from 'Suroth'
303,Suroth Sabelle Meldarath,High Lady,title,REVIEW,empty_residue,
303,Suroth Sabelle Meldarath,High Lady Suroth,title,DROP,rank_decorated,
303,Suroth Sabelle Meldarath,High Lady Suroth Sabelle Meldarath,title,DROP,rank_decorated,
304,Renna Emain,Renna Emain,primary,PROMOTE,promotion,from 'Renna'
304,Renna Emain,sul'dam,title,KEEP,,
305,Elbar,hook-nosed man,epithet,KEEP,,
305,Elbar,hook-nosed officer,epithet,KEEP,,
306,Alwhin,sharp-faced woman,epithet,KEEP,,
306,Alwhin,der'sul'dam,title,KEEP,,Addressed as such by Elbar
306,Alwhin,so'jhin,title,KEEP,,
306,Alwhin,Voice,title,KEEP,,
306,Alwhin,Voice of the Blood,title,KEEP,,
309,Ryma,damane,epithet,KEEP,,
309,Ryma,Pura,nickname,KEEP,,Name given to her by the Seanchan as a damane
310,Seta Zarbey,Seta Zarbey,primary,PROMOTE,promotion,from 'Seta'
310,Seta Zarbey,sul'dam,title,KEEP,,
314,Birgitte Trahelion,Birgitte Trahelion,primary,PROMOTE,promotion,from 'Birgitte'
314,Birgitte Trahelion,Birgitte Silverbow,epithet,KEEP,,
314,Birgitte Trahelion,golden-haired Hunter for the Horn,epithet,KEEP,,
314,Birgitte Trahelion,hero out of legend,epithet,KEEP,,
314,Birgitte Trahelion,Hunter,epithet,KEEP,,
314,Birgitte Trahelion,Hunter for the Horn,epithet,KEEP,,Referred to as 'the golden-haired Hunter' and later by name Birgitte
314,Birgitte Trahelion,Hunter with the golden braid,epithet,KEEP,,
314,Birgitte Trahelion,Captain-General,title,KEEP,,
314,Birgitte Trahelion,Captain-General of the Queen's Guard,title,KEEP,,
314,Birgitte Trahelion,Lady Birgitte,title,DROP,rank_decorated,
314,Birgitte Trahelion,Lady Birgitte Trahelion,title,DROP,rank_decorated,
314,Birgitte Trahelion,Warder,title,KEEP,,Merilille is astounded by her as a Warder
317,Stepper,dun,epithet,COLLAPSE,article_dup,
317,Stepper,dun stallion,epithet,COLLAPSE,article_dup,
317,Stepper,the dun,epithet,KEEP,,
317,Stepper,the dun stallion,epithet,KEEP,,
318,Leya,the Tuatha'an woman,epithet,KEEP,,Descriptive reference
318,Leya,Tuatha'an woman,epithet,COLLAPSE,article_dup,description by ethnicity
318,Leya,Mistress Leya,title,DROP,rank_decorated,form of address used by Perrin
330,Rilith,the weaver's daughter,epithet,KEEP,,Identified by her father's profession
332,Banas,old Banas,epithet,DROP,descriptor_epithet,Described as old
336,Faolain Orande,Faolain Orande,primary,PROMOTE,promotion,from 'Faolain'
337,Theodrin Dabei,Theodrin Dabei,primary,PROMOTE,promotion,from 'Theodrin'
337,Theodrin Dabei,Domani woman,epithet,KEEP,,
337,Theodrin Dabei,"slim, apple-cheeked sister",epithet,REVIEW,generic_role,
338,Marris,Marris Sedai,title,DROP,rank_decorated,Used by Leane when sending Faolain to her
343,Coulin,Coulin Gaidin,title,KEEP,,Gaidin is the title for a Warder
343,Coulin,Master of Arms,title,KEEP,,His position training Warders and those who come to train at the White Tower
344,Modrellein,Queen Modrellein,title,KEEP,,Her title as Queen of Andor
345,Brendas,the cool-eyed woman,epithet,KEEP,,How she is described before being named
352,Beldeine Nyram,Beldeine Nyram,primary,PROMOTE,promotion,from 'Beldeine'
352,Beldeine Nyram,pretty Green,epithet,KEEP,,
352,Beldeine Nyram,Keeper,title,KEEP,,Keeper of the Chronicles in the vision
352,Beldeine Nyram,Keeper of the Chronicles,title,KEEP,,
354,Hammar,Hammar Gaidin,title,KEEP,,his Warder title
355,Jearom,"Jearom, Gaidin",title,KEEP,,greatest blademaster title
361,Joiya Byir,Black Ajah,epithet,KEEP,,
361,Joiya Byir,Black sister,epithet,REVIEW,generic_role,
361,Joiya Byir,Darkfriend,epithet,KEEP,,used by Egwene
362,Silvie,poor old Silvie,epithet,KEEP,,self-description
363,Laras,Mistress of the Kitchens,title,KEEP,,"Her functional title in the White Tower, later made formal by the Amyrlin"
364,Raab,dark sailor,epithet,KEEP,,description used before his name is given
364,Raab,one of the Sea Folk,epithet,KEEP,,description of his people
365,Mada,the older woman,epithet,KEEP,,older than Saal
366,Saal,the pretty young serving girl,epithet,KEEP,,first description
366,Saal,the younger woman,epithet,KEEP,,younger than Mada
371,Huan Mallia,Captain Mallia,title,KEEP,,his title as ship captain
376,Gainor Furlan,innkeeper,epithet,REVIEW,generic_role,
376,Gainor Furlan,Master Furlan,title,DROP,rank_decorated,The innkeeper at Remen
377,Orban,Lord Orban,title,DROP,rank_decorated,
378,Gann,Lord Gann,title,DROP,rank_decorated,
379,Mother Leich,old woman,epithet,KEEP,,How Orban refers to her
382,Gaul,Aielman,epithet,COLLAPSE,article_dup,
382,Gaul,black-veiled Aiel,epithet,KEEP,,Common descriptive term
382,Gaul,Shaarad,epithet,KEEP,,"Chiad calls him Shaarad, referring to his clan affiliation"
382,Gaul,Stone Dog,epithet,KEEP,,Bain and Chiad taunt him with this faction nickname
382,Gaul,the Aiel,epithet,KEEP,,generic reference to him as an individual
382,Gaul,the Aielman,epithet,KEEP,,
382,Gaul,the caged Aiel,epithet,KEEP,,Perrin's thoughts before freeing him.
382,Gaul,wild Aielmen,epithet,KEEP,,How townspeople refer to him
387,Zarine Bashere,black stallion,epithet,COLLAPSE,article_dup,
387,Zarine Bashere,Blade,epithet,KEEP,,translation of Mandarb
387,Zarine Bashere,Falcon,epithet,KEEP,,"Moiraine calls her this, linked to Min's vision"
387,Zarine Bashere,great black warhorse,epithet,KEEP,,
387,Zarine Bashere,liege lady,epithet,KEEP,,
387,Zarine Bashere,tall black stallion,epithet,KEEP,,
387,Zarine Bashere,the black stallion,epithet,KEEP,,
387,Zarine Bashere,the Lady,epithet,REVIEW,empty_residue,Used by Dannil
387,Zarine Bashere,Faile,nickname,DROP,rank_decorated,"Name meaning 'falcon' in the Old Tongue, what her father used to call her, what she decides to call herself at the end of the chapter"
387,Zarine Bashere,Faile Aybara,nickname,KEEP,,Perrin considers writing this on letter after their marriage
387,Zarine Bashere,Mandarb,nickname,KEEP,,"Name she initially chose for herself as a Hunter, meaning 'blade' in the Old Tongue, abandoned when she learned Lan's horse has that name"
387,Zarine Bashere,gai'shain,title,KEEP,,referred to as such by her captors
387,Zarine Bashere,Lady Faile,title,DROP,rank_decorated,Used by Jac al'Seen; farm folk take her for nobly born
387,Zarine Bashere,Lady Faile t'Aybara,title,DROP,rank_decorated,
387,Zarine Bashere,my Lady Faile,title,KEEP,,
389,Chin Ellisor,Captain Ellisor,title,KEEP,,
390,Bennae,Bennae Sedai,title,DROP,rank_decorated,
391,Aviendha,Aielwoman,epithet,KEEP,,
391,Aviendha,wilder,epithet,KEEP,,
391,Aviendha,Lady Aviendha,title,DROP,rank_decorated,Used by Essande
392,Bain,flame-haired,epithet,KEEP,,
393,Chiad,Maiden,epithet,KEEP,,
396,Rhuarc,Aielman,epithet,KEEP,,
396,Rhuarc,clan chief,title,KEEP,,
402,Amys,"youthful, white-haired Wise One",epithet,KEEP,,
402,Amys,Wise One,title,KEEP,,
403,Bair of the Haido Shaarad,Bair of the Haido Shaarad,primary,PROMOTE,promotion,from 'Bair'
403,Bair of the Haido Shaarad,Wise One,title,KEEP,,
404,Melaine,sun-haired Melaine,epithet,KEEP,,
404,Melaine,sun-haired one,epithet,KEEP,,
404,Melaine,sun-haired vixen,epithet,KEEP,,Nynaeve's internal description
404,Melaine,sun-haired Wise One,epithet,KEEP,,
404,Melaine,Wise One,title,KEEP,,
405,Seana,Wise One,title,KEEP,,
406,Mist,fog-colored mare,epithet,KEEP,,
406,Mist,gray,epithet,COLLAPSE,article_dup,
406,Mist,gray mare,epithet,COLLAPSE,article_dup,
406,Mist,the gray,epithet,KEEP,,
406,Mist,the gray mare,epithet,KEEP,,
406,Mist,the mare,epithet,KEEP,,
412,Sammael,Chosen,epithet,KEEP,,
412,Sammael,Forsaken,title,KEEP,,
412,Sammael,Great Master,title,KEEP,,How Carridin addresses him
412,Sammael,Nae'blis,title,KEEP,,Claims this title to Graendal to cow her
413,Coline,Cook,epithet,REVIEW,generic_role,everybody calls her Cook
415,Comar,Lord Comar,title,DROP,rank_decorated,his title
416,Elber,the fat officer,epithet,KEEP,,descriptor used for him
417,Dyelin Taravin,Dyelin Taravin,primary,PROMOTE,promotion,from 'Dyelin'
417,Dyelin Taravin,High Seat of House Taravin,title,KEEP,,
417,Dyelin Taravin,Lady Dyelin,title,DROP,rank_decorated,
417,Dyelin Taravin,Lady Dyelin of House Taravin,title,KEEP,,
417,Dyelin Taravin,the Lady Dyelin,title,DROP,rank_decorated,her formal title
419,Ailhuin Guenna,Mother Guenna,title,DROP,rank_decorated,How she is addressed as a Wise Woman
419,Ailhuin Guenna,Wise Woman,title,KEEP,,equivalent of Wisdom in Tear
420,Juilin Sandar,footman,epithet,KEEP,,disguised as a footman during escape from Mardecin
420,Juilin Sandar,Juilin Thief-catcher,epithet,KEEP,,Nynaeve addresses him by this epithet
420,Juilin Sandar,thief-catcher,epithet,KEEP,,his profession
420,Juilin Sandar,thief-taker,epithet,KEEP,,Mat's variant term
420,Juilin Sandar,Master Sandar,title,DROP,rank_decorated,
424,Jurah Haret,innkeeper,epithet,REVIEW,generic_role,
424,Jurah Haret,Master Haret,title,DROP,rank_decorated,
425,Dermid Ajala,the smith,epithet,KEEP,,
426,Be'lal,the Envious,epithet,KEEP,,called this because he envied Lews Therin
426,Be'lal,the Netweaver,epithet,KEEP,,name for a schemer and planner
426,Be'lal,Great Master Be'lal,title,KEEP,,Liandrin uses this title.
430,Darlin,obvious Tairen nobleman,epithet,KEEP,,Min's description
430,Darlin,High Lord Darlin,title,DROP,rank_decorated,
430,Darlin,High Lord Darlin Sisnera,title,KEEP,,full name and title given in text
430,Darlin,Lord Dragon's Steward of Tear,title,KEEP,,
431,Callandor,the Sword held in the Stone,epithet,KEEP,,
433,Berelain sur Paendrag Paeron,Berelain sur Paendrag Paeron,primary,PROMOTE,promotion,from 'Berelain'
433,Berelain sur Paendrag Paeron,Mayener strumpet,epithet,KEEP,,Used by Faile in anger
433,Berelain sur Paendrag Paeron,Mayener wench,epithet,KEEP,,
433,Berelain sur Paendrag Paeron,First Lady Berelain,title,KEEP,,
433,Berelain sur Paendrag Paeron,First of Mayene,title,KEEP,,Her ruling title
433,Berelain sur Paendrag Paeron,my Lady First,title,KEEP,,
433,Berelain sur Paendrag Paeron,the First,title,KEEP,,
434,Boanne,Songmistress at Taralan,title,KEEP,,
440,Farran,Hundredman Farran,title,KEEP,,
444,Edorion Selorna,Edorion Selorna,primary,PROMOTE,promotion,from 'Edorion'
444,Edorion Selorna,Edorion of House Selorna,title,KEEP,,
444,Edorion Selorna,Lord Edorion,title,DROP,rank_decorated,
446,Estean Andiama,Estean Andiama,primary,PROMOTE,promotion,from 'Estean'
446,Estean Andiama,Estean of House Andiama,title,KEEP,,
448,Torean,High Lord Torean,title,DROP,rank_decorated,Tairen High Lord
448,Torean,the High Lord Torean,title,DROP,rank_decorated,
450,Sunamon,High Lord Sunamon,title,DROP,rank_decorated,
450,Sunamon,the High Lord Sunamon,title,DROP,rank_decorated,
451,Meilan,High Lord Meilan,title,DROP,rank_decorated,
451,Meilan,Lord Meilan,title,DROP,rank_decorated,
451,Meilan,the High Lord Meilan,title,DROP,rank_decorated,
454,Asmodean,bard,epithet,KEEP,,
454,Asmodean,court-bard,epithet,KEEP,,a small conceit Asmodean surrounds himself with
454,Asmodean,gleeman,epithet,REVIEW,generic_role,Role he played as Jasin Natael
454,Asmodean,harper,epithet,KEEP,,
455,Moghedien,Chosen,epithet,COLLAPSE,article_dup,She considers herself still one of the Chosen
455,Moghedien,Forsaken,epithet,COLLAPSE,article_dup,
455,Moghedien,Spider,epithet,KEEP,,
455,Moghedien,the Chosen,epithet,KEEP,,
455,Moghedien,the Forsaken,epithet,KEEP,,
455,Moghedien,Great Mistress,title,KEEP,,Form of address used by the Black Ajah sisters toward her
456,Rahvin,Chosen,epithet,KEEP,,
456,Rahvin,Forsaken,epithet,KEEP,,
456,Rahvin,Great Master,title,KEEP,,
457,Lian,roofmistress,title,KEEP,,
458,Paetram,Forkbeard,epithet,KEEP,,Described as having a forked yellow beard
458,Paetram,master merchant,epithet,KEEP,,Identified by three silver chains on coat as a Kandori master merchant
459,Dara,plump cook's helper,epithet,KEEP,,Mat's description of her
462,Swallow,black mare,epithet,COLLAPSE,article_dup,
462,Swallow,Faile's black mare,epithet,KEEP,,
462,Swallow,night-black mare,epithet,KEEP,,
462,Swallow,Tairen mare,epithet,KEEP,,
462,Swallow,the black mare,epithet,KEEP,,
462,Swallow,the glossy black mare,epithet,KEEP,,
463,Coine din Jubai Wild Winds,Sailmistress,title,KEEP,,Captain of the Wavedancer
