db_file,character_id,primary_name,old_value,new_value,rationale
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book1.db,163,Agelmar,Shienaran,Shienar,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book1.db,165,Ingtar,Shienaran,Shienar,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book1.db,166,Ragan,Shienaran,Shienar,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book1.db,174,Easar,Shienaran,Shienar,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book1.db,44,Laman,Cairhienin,Cairhien,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book1.db,132,Taringail Damodred,Cairhienin,Cairhien,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book1.db,26,Lan,Malkieri,Malkier,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book1.db,167,Lain Mandragoran,Malkieri,Malkier,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book1.db,168,al'Akir Mandragoran,Malkieri,Malkier,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book1.db,169,Breyan,Malkieri,Malkier,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book1.db,170,Isam,Malkieri,Malkier,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book1.db,171,Cowin Gemallan,Malkieri,Malkier,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book1.db,172,el'Leanna,Malkieri,Malkier,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,107,Queen Morgase,Andoran,Andor,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,121,Hyam Kinch,Andoran,Andor,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,122,Alpert Mull,Andoran,Andor,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,123,Rulan Allwine,Andoran,Andor,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,124,Paitr,Andoran,Andor,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,126,Mother Brune,Andoran,Andor,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,127,Almen Bunt,Andoran,Andor,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,130,Elayne,Andoran,Andor,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,131,Gawyn,Andoran,Andor,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,133,Tigraine,Andoran,Andor,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,134,Luc,Andoran,Andor,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,136,Basel Gill,Andoran,Andor,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,137,Gareth Bryne,Andoran,Andor,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,140,Mother Grubb,Andoran,Andor,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,141,Lamgwin,Andoran,Andor,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,142,Tallanvor,Andoran,Andor,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,144,Lini,Andoran,Andor,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,146,Gilda,Andoran,Andor,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,163,Agelmar,Shienaran,Shienar,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,165,Ingtar,Shienaran,Shienar,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,166,Ragan,Shienaran,Shienar,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,174,Easar,Shienaran,Shienar,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,191,Elansu,Shienaran,Shienar,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,192,Ronan,Shienaran,Shienar,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,193,Tema,Shienaran,Shienar,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,194,Amalisa,Shienaran,Shienar,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,196,Uno,Shienaran,Shienar,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,197,Changu,Shienaran,Shienar,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,198,Nidao,Shienaran,Shienar,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,215,Kajin,Shienaran,Shienar,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,216,Timora,Shienaran,Shienar,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,217,Nisura,Shienaran,Shienar,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,221,Hurin,Shienaran,Shienar,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,226,Masema,Shienaran,Shienar,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,228,Melia,Shienaran,Shienar,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,25,Moiraine,Cairhienin,Cairhien,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,44,Laman,Cairhienin,Cairhien,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,132,Taringail Damodred,Cairhienin,Cairhien,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,225,Galldrian su Riatin Rie,Cairhienin,Cairhien,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,234,Selene,Cairhienin,Cairhien,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,237,Aldrin Caldevwin,Cairhienin,Cairhien,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,238,Elricain Tavolin,Cairhienin,Cairhien,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,241,Barin Madwen,Cairhienin,Cairhien,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,256,Asan Sandair,Cairhienin,Cairhien,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,257,Cuale,Cairhienin,Cairhien,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,260,Dena,Cairhienin,Cairhien,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,281,Barthanes,Cairhienin,Cairhien,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,282,Mistress Tiedra,Cairhienin,Cairhien,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,284,Ashin,Cairhienin,Cairhien,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,285,Alaine Chuliandred,Cairhienin,Cairhien,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,286,Belevaere Osiellin,Cairhienin,Cairhien,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,287,Breane Taborwin,Cairhienin,Cairhien,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,289,Ella,Cairhienin,Cairhien,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,26,Lan,Malkieri,Malkier,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,167,Lain Mandragoran,Malkieri,Malkier,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,168,al'Akir Mandragoran,Malkieri,Malkier,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,169,Breyan,Malkieri,Malkier,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,170,Isam,Malkieri,Malkier,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,171,Cowin Gemallan,Malkieri,Malkier,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,172,el'Leanna,Malkieri,Malkier,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,249,Maric,Malkieri,Malkier,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,250,Elnore,Malkieri,Malkier,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,159,Siuan Sanche,Tairen,Tear,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,92,Bayle Domon,Illianer,Illian,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,224,Nieda Sidoro,Illianer,Illian,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,214,Mazrim Taim,Saldaean,Saldaea,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,200,Liandrin,Taraboner,Tarabon,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book3.db,107,Queen Morgase,Andoran,Andor,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book3.db,121,Hyam Kinch,Andoran,Andor,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book3.db,122,Alpert Mull,Andoran,Andor,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book3.db,123,Rulan Allwine,Andoran,Andor,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book3.db,124,Paitr,Andoran,Andor,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book3.db,126,Mother Brune,Andoran,Andor,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book3.db,127,Almen Bunt,Andoran,Andor,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book3.db,130,Elayne,Andoran,Andor,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book3.db,131,Gawyn,Andoran,Andor,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book3.db,133,Tigraine,Andoran,Andor,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book3.db,134,Luc,Andoran,Andor,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book3.db,136,Basel Gill,Andoran,Andor,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book3.db,137,Gareth Bryne,Andoran,Andor,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book3.db,140,Mother Grubb,Andoran,Andor,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book3.db,141,Lamgwin,Andoran,Andor,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book3.db,142,Tallanvor,Andoran,Andor,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book3.db,144,Lini,Andoran,Andor,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book3.db,146,Gilda,Andoran,Andor,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book3.db,344,Modrellein,Andoran,Andor,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book3.db,416,Elber,Andoran,Andor,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book3.db,417,Dyelin,Andoran,Andor,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book3.db,163,Agelmar,Shienaran,Shienar,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book3.db,165,Ingtar,Shienaran,Shienar,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book3.db,166,Ragan,Shienaran,Shienar,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book3.db,174,Easar,Shienaran,Shienar,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book3.db,191,Elansu,Shienaran,Shienar,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book3.db,192,Ronan,Shienaran,Shienar,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book3.db,193,Tema,Shienaran,Shienar,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book3.db,194,Amalisa,Shienaran,Shienar,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book3.db,196,Uno,Shienaran,Shienar,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book3.db,197,Changu,Shienaran,Shienar,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book3.db,198,Nidao,Shienaran,Shienar,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book3.db,215,Kajin,Shienaran,Shienar,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book3.db,216,Timora,Shienaran,Shienar,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book3.db,217,Nisura,Shienaran,Shienar,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book3.db,221,Hurin,Shienaran,Shienar,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book3.db,226,Masema,Shienaran,Shienar,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book3.db,228,Melia,Shienaran,Shienar,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book3.db,319,Masuto,Shienaran,Shienar,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book3.db,25,Moiraine,Cairhienin,Cairhien,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book3.db,44,Laman,Cairhienin,Cairhien,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book3.db,132,Taringail Damodred,Cairhienin,Cairhien,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book3.db,225,Galldrian su Riatin Rie,Cairhienin,Cairhien,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book3.db,234,Selene,Cairhienin,Cairhien,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book3.db,237,Aldrin Caldevwin,Cairhienin,Cairhien,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book3.db,238,Elricain Tavolin,Cairhienin,Cairhien,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book3.db,241,Barin Madwen,Cairhienin,Cairhien,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book3.db,256,Asan Sandair,Cairhienin,Cairhien,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book3.db,257,Cuale,Cairhienin,Cairhien,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book3.db,260,Dena,Cairhienin,Cairhien,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book3.db,281,Barthanes,Cairhienin,Cairhien,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book3.db,282,Mistress Tiedra,Cairhienin,Cairhien,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book3.db,284,Ashin,Cairhienin,Cairhien,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book3.db,285,Alaine Chuliandred,Cairhienin,Cairhien,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book3.db,286,Belevaere Osiellin,Cairhienin,Cairhien,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book3.db,287,Breane Taborwin,Cairhienin,Cairhien,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book3.db,289,Ella,Cairhienin,Cairhien,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book3.db,26,Lan,Malkieri,Malkier,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book3.db,167,Lain Mandragoran,Malkieri,Malkier,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book3.db,168,al'Akir Mandragoran,Malkieri,Malkier,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book3.db,169,Breyan,Malkieri,Malkier,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book3.db,170,Isam,Malkieri,Malkier,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book3.db,171,Cowin Gemallan,Malkieri,Malkier,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book3.db,172,el'Leanna,Malkieri,Malkier,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book3.db,249,Maric,Malkieri,Malkier,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book3.db,250,Elnore,Malkieri,Malkier,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book3.db,159,Siuan Sanche,Tairen,Tear,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book3.db,371,Huan Mallia,Tairen,Tear,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book3.db,421,Leuese Mulan,Tairen,Tear,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
